frankfurter,sausage,liver loaf,ham,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,beverages,soft cheese,hard cheese,cream cheese,mayonnaise,domestic eggs,rolls/buns,roll products,flour,pasta,margarine,specialty fat,sugar,soups,skin care,hygiene articles,candles
meat,chicken,pork,packaged fruit/vegetables,rolls/buns,pastry,rice,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,whole milk,yogurt,beverages,frozen potato products,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,onions,curd,hard cheese,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
pork,pip fruit,other vegetables,butter milk,white bread,pastry,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,curd,dessert,sliced cheese,white bread,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,whole milk,curd,frozen vegetables,frozen dessert,sweet spreads,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
onions,yogurt,flour,sugar,bottled water,fruit/vegetable juice,red/blush wine,hair spray,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,root vegetables,whole milk,domestic eggs,white bread,semi-finished bread,honey,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,whole milk,spread cheese,sugar,soda,bottled beer,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,berries,other vegetables,butter,yogurt,soda,chocolate,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,other vegetables,whole milk,whipped/sour cream,domestic eggs,rolls/buns,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,rolls/buns,margarine,canned vegetables,soda,salty snack,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,whipped/sour cream,frozen vegetables,margarine,bottled beer,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,whole milk,pastry,cat food,soda,cake bar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,whole milk,yogurt,white bread,soda,chocolate,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,other vegetables,domestic eggs,roll products,oil,margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
beef,berries,yogurt,semi-finished bread,pasta,bottled water,misc. beverages,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,coffee,bottled water,soda,white wine,salty snack,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,curd,frozen vegetables,domestic eggs,soups,soda,soap,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,processed cheese,domestic eggs,white bread,brown bread,ketchup,soda,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,whole milk,rolls/buns,oil,pickled vegetables,softener,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
ham,other vegetables,whole milk,whipped/sour cream,brown bread,oil,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,curd,frozen dessert,rolls/buns,margarine,jam,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,tidbits,frozen fish,ice cream,sauces,salty snack,kitchen towels,,,,,,,,,,,,,,,,,,,,,,,,
dessert,yogurt,brown bread,pastry,soda,long life bakery product,cake bar,light bulbs,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,butter,domestic eggs,bottled water,misc. beverages,canned beer,liqueur,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,root vegetables,other vegetables,beverages,coffee,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,
pork,herbs,whole milk,yogurt,whipped/sour cream,frozen vegetables,oil,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,butter,domestic eggs,flour,margarine,baking powder,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,whole milk,dessert,yogurt,UHT-milk,margarine,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,pip fruit,yogurt,pastry,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,UHT-milk,brown bread,soda,bottled beer,canned beer,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
turkey,whole milk,domestic eggs,rolls/buns,flour,mustard,cereals,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
butter,sliced cheese,frozen meals,rolls/buns,brown bread,canned fruit,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,curd,yogurt,potato products,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,curd,processed cheese,rolls/buns,brown bread,misc. beverages,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,whipped/sour cream,rolls/buns,pickled vegetables,coffee,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,other vegetables,whole milk,butter,pastry,soda,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,dessert,rolls/buns,artif. sweetener,mustard,canned beer,dish cleaner,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,sugar,bottled water,soda,fruit/vegetable juice,white wine,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,other vegetables,butter milk,UHT-milk,sliced cheese,brown bread,margarine,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,pip fruit,other vegetables,frozen vegetables,frozen fish,zwieback,margarine,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,tropical fruit,oil,spices,pickled vegetables,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,root vegetables,sliced cheese,processed cheese,margarine,bottled water,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter,sliced cheese,cream cheese,rolls/buns,margarine,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,hard cheese,spread cheese,bottled water,soda,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,grapes,other vegetables,brown bread,cat food,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,
dessert,yogurt,UHT-milk,cream cheese,frozen vegetables,rolls/buns,bottled water,napkins,,,,,,,,,,,,,,,,,,,,,,,,
pork,beef,other vegetables,hard cheese,cream cheese,rolls/buns,brown bread,napkins,,,,,,,,,,,,,,,,,,,,,,,,
ham,chicken,citrus fruit,pip fruit,herbs,other vegetables,butter,napkins,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,whole milk,cream cheese,sweet spreads,long life bakery product,cake bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,rolls/buns,vinegar,sugar,mustard,cat food,napkins,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,curd,pastry,Instant food products,salty snack,cake bar,chewing gum,napkins,,,,,,,,,,,,,,,,,,,,,,,,
meat,citrus fruit,yogurt,brown bread,cat food,bottled water,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,other vegetables,whole milk,cream cheese,oil,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,ham,tropical fruit,rolls/buns,pastry,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,whipped/sour cream,soft cheese,domestic eggs,napkins,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,UHT-milk,bottled water,soda,misc. beverages,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,beverages,UHT-milk,cream cheese,long life bakery product,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,rolls/buns,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,yogurt,ice cream,bottled water,soda,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,zwieback,fruit/vegetable juice,salty snack,long life bakery product,specialty chocolate,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,curd,cream cheese,domestic eggs,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,bottled water,soda,misc. beverages,bottled beer,red/blush wine,napkins,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,root vegetables,other vegetables,brown bread,pastry,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,berries,UHT-milk,cat food,soda,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,whipped/sour cream,cream cheese,rolls/buns,baking powder,seasonal products,napkins,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,semi-finished bread,baking powder,pickled vegetables,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,berries,whipped/sour cream,rolls/buns,canned beer,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,cream cheese,salty snack,waffles,chocolate,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,butter,yogurt,soda,abrasive cleaner,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,other vegetables,whole milk,brown bread,pastry,artif. sweetener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,onions,other vegetables,pastry,bottled water,bathroom cleaner,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,cream cheese,frozen meals,rolls/buns,brown bread,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,onions,dessert,whipped/sour cream,UHT-milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,tropical fruit,root vegetables,other vegetables,whole milk,brown bread,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,pastry,bottled beer,canned beer,long life bakery product,chocolate,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,other vegetables,dessert,white bread,kitchen towels,candles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
finished products,whole milk,rolls/buns,salty snack,cake bar,chocolate,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,bottled water,soda,red/blush wine,chocolate,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,curd,hard cheese,soda,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,tropical fruit,whole milk,frozen fish,white wine,chewing gum,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,rolls/buns,pastry,bottled water,red/blush wine,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,other vegetables,white bread,canned fruit,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,yogurt,spread cheese,rolls/buns,soda,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,rolls/buns,canned vegetables,fruit/vegetable juice,waffles,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,rolls/buns,bottled water,long life bakery product,decalcifier,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,bottled water,soda,fruit/vegetable juice,salty snack,dental care,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,other vegetables,specialty cheese,baking powder,bottled water,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,whole milk,bottled water,specialty bar,detergent,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,UHT-milk,pastry,margarine,cat food,chocolate,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,whipped/sour cream,jam,fruit/vegetable juice,chocolate,dishes,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,whipped/sour cream,processed cheese,salt,oil,dog food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,butter,margarine,bottled water,soda,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,white bread,brown bread,margarine,sweet spreads,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,dessert,misc. beverages,chocolate marshmallow,cling film/bags,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,rolls/buns,artif. sweetener,baking powder,specialty chocolate,house keeping products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,whole milk,domestic eggs,pasta,ketchup,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,frozen vegetables,soda,canned beer,liquor (appetizer),hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
berries,other vegetables,whipped/sour cream,UHT-milk,bottled water,soda,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,other vegetables,rolls/buns,sugar,white wine,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,domestic eggs,brown bread,coffee,soda,canned beer,liquor (appetizer),newspapers,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,rolls/buns,semi-finished bread,margarine,fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,pip fruit,root vegetables,other vegetables,curd,butter milk,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,pip fruit,whole milk,curd,domestic eggs,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,pip fruit,nuts/prunes,other vegetables,frozen meals,margarine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,cream cheese,flour,coffee,bottled water,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
turkey,grapes,other vegetables,hard cheese,frozen vegetables,rolls/buns,misc. beverages,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,root vegetables,yogurt,whipped/sour cream,brown bread,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,whole milk,coffee,soda,canned beer,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,herbs,other vegetables,canned fish,misc. beverages,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,rolls/buns,brown bread,pastry,oil,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,grapes,other vegetables,bottled beer,red/blush wine,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
ham,domestic eggs,brown bread,bottled water,chocolate marshmallow,seasonal products,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,yogurt,pastry,instant coffee,soda,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,whole milk,butter milk,cream cheese,waffles,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,frozen vegetables,frozen fish,rolls/buns,dog food,popcorn,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,dessert,frozen vegetables,rolls/buns,margarine,bottled water,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,yogurt,cream cheese,rolls/buns,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,yogurt,cream cheese,spread cheese,rolls/buns,bottled water,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,whole milk,yogurt,mustard,cat food,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,yogurt,UHT-milk,vinegar,oil,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,ice cream,brown bread,pastry,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,oil,mustard,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,whole milk,domestic eggs,oil,sparkling wine,specialty chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,frozen vegetables,rolls/buns,semi-finished bread,soda,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,butter,curd cheese,frozen vegetables,rolls/buns,brown bread,pastry,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,whole milk,yogurt,condensed milk,cream cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,whole milk,butter,yogurt,cream cheese,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
sausage,chicken,root vegetables,other vegetables,yogurt,whipped/sour cream,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,onions,cream cheese,brown bread,pastry,sugar,cereals,pet care,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,processed cheese,brown bread,flour,sugar,sauces,pet care,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,whole milk,sliced cheese,frozen meals,white bread,chewing gum,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,frozen vegetables,sweet spreads,candy,dish cleaner,dental care,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,ketchup,canned vegetables,napkins,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,yogurt,artif. sweetener,rum,hygiene articles,napkins,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whole milk,whipped/sour cream,rolls/buns,white bread,fruit/vegetable juice,popcorn,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,butter milk,yogurt,pasta,soda,waffles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,other vegetables,whole milk,dessert,frozen fish,mustard,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,butter milk,tidbits,domestic eggs,brown bread,sugar,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,
meat,pork,beef,citrus fruit,root vegetables,other vegetables,whole milk,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,butter milk,yogurt,whipped/sour cream,domestic eggs,pastry,popcorn,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,cream cheese,frozen vegetables,rolls/buns,chocolate,candy,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,root vegetables,herbs,whole milk,curd,yogurt,canned fish,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,butter,yogurt,beverages,sliced cheese,cereals,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,citrus fruit,other vegetables,whipped/sour cream,white bread,chewing gum,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,butter,yogurt,soft cheese,cream cheese,coffee,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,onions,other vegetables,whole milk,domestic eggs,waffles,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,bottled beer,canned beer,sparkling wine,chocolate,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
beef,grapes,berries,whole milk,yogurt,rolls/buns,newspapers,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,cream cheese,pasta,oil,margarine,salty snack,potted plants,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,ice cream,flour,margarine,baking powder,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,
ham,grapes,spread cheese,ice cream,frozen potato products,white bread,oil,pudding powder,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,turkey,root vegetables,other vegetables,yogurt,rolls/buns,pastry,ready soups,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,yogurt,frozen vegetables,coffee,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,pip fruit,other vegetables,yogurt,pastry,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,
fish,other vegetables,packaged fruit/vegetables,cat food,pet care,coffee,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,citrus fruit,bottled water,soda,misc. beverages,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,hard cheese,specialty cheese,frozen vegetables,frozen dessert,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,grapes,berries,butter milk,yogurt,sliced cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,berries,butter milk,yogurt,whipped/sour cream,specialty cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,sliced cheese,white bread,baking powder,pickled vegetables,rum,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,rolls/buns,salt,margarine,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,onions,other vegetables,rolls/buns,Instant food products,tea,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,chicken,root vegetables,other vegetables,whole milk,salt,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
finished products,other vegetables,whole milk,whipped/sour cream,margarine,cereals,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
ham,pork,hard cheese,domestic eggs,rolls/buns,pastry,sugar,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,butter,dessert,domestic eggs,rice,sugar,salty snack,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,curd,yogurt,rolls/buns,brown bread,bottled water,bottled beer,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,dessert,bottled water,soda,canned beer,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
